train-AUCPR,val-AUCPR,train-AUROC,val-AUROC
0.876194,0.692718,0.969611,0.914207
0.87674,0.693026,0.969788,0.914335
0.877021,0.69295,0.969875,0.914357
0.877274,0.693546,0.969959,0.914493
0.877517,0.69373,0.970029,0.914541
0.877827,0.693802,0.970125,0.914604
0.878103,0.694215,0.970209,0.914752
0.878261,0.694167,0.970251,0.914739
0.87862,0.694484,0.970349,0.914822
0.879034,0.694841,0.97046,0.914929
0.879231,0.694885,0.970511,0.914917
0.879715,0.695173,0.970662,0.915023
0.880022,0.69529,0.970791,0.915103
0.880344,0.695496,0.970891,0.915186
0.880664,0.695654,0.970975,0.915265
0.88103,0.695816,0.971114,0.915347
0.881204,0.695935,0.971165,0.915389
0.881428,0.696075,0.971236,0.915409
0.881748,0.696148,0.971326,0.915425
0.882097,0.696729,0.971447,0.915587
0.882447,0.696851,0.971528,0.915606
0.882584,0.696932,0.97157,0.915678
0.882691,0.697032,0.971628,0.91571
0.883137,0.697089,0.971739,0.915763
0.883455,0.697334,0.971835,0.915832
0.883831,0.697831,0.97197,0.915975
0.884138,0.697884,0.972061,0.916013
0.884318,0.698146,0.972111,0.916103
0.884555,0.698213,0.972184,0.916129
0.88481,0.698306,0.972281,0.916186
0.885035,0.698536,0.97235,0.91627
0.885232,0.698509,0.972415,0.916303
0.885543,0.698728,0.972491,0.916343
0.885672,0.698761,0.97253,0.916358
0.885825,0.698807,0.972565,0.916358
0.886181,0.698825,0.972671,0.916439
0.886338,0.699072,0.972715,0.916516
0.886727,0.699298,0.972831,0.916591
0.88706,0.699497,0.972914,0.916669
0.88741,0.699455,0.97301,0.916671
0.887675,0.69947,0.973091,0.916684
0.887909,0.699513,0.973164,0.916699
0.888151,0.699627,0.973239,0.916722
0.888387,0.699888,0.973304,0.916776
0.888647,0.699922,0.973385,0.916781
0.889219,0.700535,0.973537,0.916973
0.889321,0.700697,0.973566,0.917008
0.889504,0.70082,0.973612,0.917041
0.889724,0.700821,0.973667,0.917064
0.890008,0.700976,0.973738,0.917134
0.890313,0.700772,0.973853,0.917147
0.89042,0.700841,0.97388,0.917147
0.890695,0.701041,0.973947,0.91724
0.891071,0.701041,0.974054,0.917325
0.891485,0.701782,0.974184,0.917482
0.891642,0.701956,0.974225,0.91752
0.891962,0.702183,0.974313,0.917627
0.892226,0.7024,0.974381,0.917683
0.892517,0.702569,0.974455,0.917723
0.892839,0.70267,0.974555,0.917784
0.893204,0.703097,0.974673,0.917885
0.893589,0.702957,0.974762,0.917903
0.893992,0.703132,0.974869,0.917983
0.894374,0.703157,0.974976,0.91807
0.894561,0.703231,0.975032,0.918089
0.894841,0.703339,0.975113,0.918101
0.895085,0.703631,0.975175,0.918169
0.895402,0.703541,0.975263,0.918225
0.895608,0.703775,0.975318,0.918319
0.895866,0.70383,0.975402,0.918345
0.896173,0.704313,0.975472,0.918446
0.896417,0.704326,0.975537,0.918476
0.896604,0.704524,0.975588,0.918491
0.89697,0.704635,0.975681,0.918593
0.897212,0.704589,0.975735,0.918623
0.897281,0.704877,0.975763,0.918656
0.897512,0.705038,0.97582,0.918722
0.897679,0.705181,0.975867,0.918732
0.897991,0.705774,0.97595,0.918901
0.898217,0.706131,0.976007,0.91897
0.898439,0.70608,0.976064,0.918966
0.898601,0.706184,0.976105,0.919009
0.898882,0.706656,0.976171,0.919126
0.899307,0.707031,0.97627,0.919257
0.89943,0.707039,0.976302,0.919272
0.899546,0.707217,0.976334,0.919322
0.89972,0.707212,0.976383,0.919363
0.899894,0.70728,0.976425,0.919392
0.900227,0.707432,0.976527,0.919398
0.900476,0.707512,0.976605,0.919422
0.900659,0.707446,0.97666,0.919437
0.900866,0.707485,0.976719,0.919471
0.901073,0.707673,0.976786,0.919557
0.901278,0.707867,0.976844,0.919549
0.901432,0.707926,0.976888,0.919576
0.901653,0.708297,0.97694,0.919628
0.901912,0.708274,0.977012,0.919635
0.902063,0.708329,0.977063,0.919688
0.902257,0.708471,0.977106,0.919705
0.902583,0.708668,0.977188,0.919755
0.902717,0.70873,0.977216,0.919816
0.902834,0.708819,0.977241,0.919864
0.903042,0.708846,0.977309,0.919893
0.903246,0.708821,0.977382,0.919923
0.903433,0.708959,0.977427,0.919992
0.90369,0.709246,0.977493,0.920085
0.903901,0.709516,0.977538,0.920108
0.904351,0.709603,0.977674,0.920248
0.904503,0.709744,0.977715,0.920309
0.904781,0.709702,0.977804,0.920338
0.904999,0.709786,0.977863,0.920335
0.905217,0.709985,0.977939,0.920409
0.905389,0.710157,0.977981,0.920466
0.905667,0.710227,0.97805,0.920486
0.905854,0.710566,0.978095,0.920564
0.906049,0.710835,0.978139,0.920634
0.906137,0.711083,0.978177,0.920722
0.906272,0.711148,0.978216,0.920739
0.906439,0.711197,0.978259,0.920746
0.906541,0.711033,0.978289,0.920695
0.906707,0.710913,0.97833,0.920627
0.906875,0.711284,0.978376,0.92069
0.907084,0.711534,0.978431,0.920773
0.907314,0.711693,0.978481,0.920842
0.90764,0.711739,0.97857,0.920875
0.907792,0.711692,0.978609,0.920881
0.908039,0.71199,0.978668,0.92096
0.908374,0.711914,0.978771,0.920898
0.908485,0.712182,0.978797,0.920934
0.90865,0.712278,0.978846,0.920944
0.908827,0.71224,0.978899,0.920973
0.908966,0.712096,0.978936,0.920925
0.909072,0.712169,0.97897,0.920937
0.909195,0.712201,0.979009,0.920942
0.909281,0.712231,0.979034,0.920958
0.909478,0.712443,0.979092,0.921055
0.909648,0.712557,0.979134,0.921101
0.910056,0.71269,0.979249,0.921161
0.910275,0.712748,0.979293,0.921202
0.910336,0.712835,0.9793,0.921213
0.910618,0.712972,0.979372,0.921308
0.91083,0.713123,0.979424,0.921347
0.911048,0.71332,0.979485,0.921394
0.911263,0.713351,0.97954,0.921372
0.911456,0.71353,0.979598,0.921341
0.911665,0.713657,0.979658,0.921413
0.911878,0.713796,0.979714,0.921482
0.912007,0.713738,0.979742,0.921432
0.912249,0.71385,0.979822,0.92149
0.912347,0.714047,0.979846,0.921532
0.912546,0.714338,0.979906,0.921575
0.912737,0.714468,0.97996,0.921596
0.912917,0.714502,0.980002,0.921647
0.913058,0.714578,0.980046,0.921681
0.913174,0.714551,0.980077,0.921671
0.913209,0.714592,0.980088,0.921688
0.913323,0.714862,0.980112,0.92176
0.913496,0.715048,0.980155,0.921801
0.913708,0.715335,0.980202,0.921884
0.913853,0.715368,0.980237,0.921891
0.913946,0.715347,0.980258,0.921888
0.91411,0.715246,0.980304,0.921915
0.914272,0.715349,0.980338,0.921924
0.914422,0.715515,0.980375,0.921929
0.914604,0.715738,0.980435,0.922023
0.914753,0.715847,0.980489,0.92208
0.91485,0.716142,0.980525,0.922157
0.915029,0.716214,0.980571,0.922196
0.9152,0.716489,0.980614,0.922276
0.915323,0.716574,0.980643,0.922333
0.915513,0.716922,0.980696,0.922439
0.915645,0.716891,0.980732,0.922452
0.915721,0.716982,0.980756,0.922496
0.915792,0.716696,0.980778,0.922447
0.915984,0.716885,0.980831,0.922449
0.916164,0.717027,0.980873,0.922451
0.916306,0.717047,0.980913,0.922473
0.916371,0.717193,0.980931,0.922512
0.916664,0.717508,0.980993,0.922579
0.916941,0.717659,0.98105,0.922648
0.917032,0.717495,0.981078,0.922631
0.917173,0.717452,0.981112,0.922666
0.917258,0.717665,0.981139,0.922718
0.917302,0.717793,0.981146,0.922747
0.917425,0.717835,0.981183,0.922754
0.917506,0.717778,0.981208,0.922738
0.91763,0.71773,0.981235,0.922766
0.917707,0.717678,0.981255,0.922752
0.917872,0.717951,0.981303,0.922775
0.918044,0.718079,0.981344,0.922793
0.918328,0.718343,0.981414,0.922892
0.918451,0.718559,0.981455,0.922971
0.918705,0.718744,0.981514,0.923019
0.918878,0.718732,0.981562,0.923043
0.919057,0.718814,0.981601,0.923075
0.919165,0.718879,0.981627,0.923123
0.919303,0.718973,0.981672,0.92312
0.919445,0.71901,0.981716,0.923115
0.919511,0.719031,0.981735,0.923113
0.919689,0.719208,0.981784,0.923177
0.919735,0.719221,0.981804,0.92323
0.920023,0.719281,0.981882,0.923315
0.920302,0.71953,0.981944,0.923391
0.920523,0.719527,0.981996,0.923428
0.920602,0.719791,0.982014,0.923475
0.920701,0.719948,0.98204,0.923479
0.920793,0.719819,0.982066,0.923437
0.921051,0.720025,0.982131,0.923537
0.921128,0.720169,0.98215,0.923562
0.921327,0.7204,0.982208,0.923618
0.921477,0.720389,0.982252,0.923611
0.921528,0.720362,0.982263,0.923609
0.921805,0.720629,0.982322,0.923665
0.921899,0.720618,0.982343,0.923675
0.921956,0.720478,0.982358,0.923641
0.922056,0.720667,0.982387,0.92369
0.922209,0.720778,0.982424,0.923743
0.922379,0.720659,0.982463,0.923747
0.922488,0.720653,0.982501,0.923795
0.92261,0.720775,0.982526,0.923873
0.922724,0.720985,0.982554,0.923899
0.922872,0.721085,0.982594,0.923915
0.922974,0.721035,0.982616,0.923927
0.923107,0.721017,0.982654,0.923951
0.923261,0.72101,0.982695,0.923937
0.923314,0.72101,0.982709,0.923931
0.923379,0.721198,0.98272,0.923958
0.923488,0.721267,0.982755,0.923972
0.923604,0.721214,0.98278,0.923941
0.923743,0.721365,0.982809,0.923992
0.923904,0.721295,0.982845,0.924028
0.923961,0.72132,0.98286,0.924047
0.924211,0.721403,0.98293,0.924089
0.924357,0.721529,0.98297,0.924154
0.924423,0.721533,0.982981,0.92416
0.92452,0.721383,0.983002,0.924124
0.924731,0.721507,0.983051,0.924163
0.924809,0.721488,0.983069,0.924148
0.924998,0.721649,0.983116,0.924177
0.925065,0.721726,0.983126,0.924191
0.92522,0.721777,0.983161,0.924226
0.925414,0.721857,0.983208,0.924263
0.925616,0.722156,0.983262,0.924349
0.925707,0.722054,0.98328,0.924349
0.925916,0.722154,0.983336,0.924366
0.926186,0.722298,0.983404,0.924386
0.926212,0.722433,0.98341,0.924414
0.926467,0.722608,0.983472,0.924465
0.926636,0.722763,0.983516,0.924501
0.926726,0.722815,0.983538,0.924503
0.926846,0.723021,0.983565,0.924546
0.927028,0.722923,0.983609,0.924539
0.927086,0.72289,0.983626,0.924509
0.927266,0.7229,0.983678,0.924536
0.927423,0.723086,0.983716,0.924579
0.92769,0.723025,0.983788,0.924568
0.927936,0.723287,0.98384,0.924641
0.928117,0.723472,0.983886,0.92467
0.92817,0.723521,0.983898,0.9247
0.928266,0.723624,0.983926,0.924737
0.928422,0.723623,0.983964,0.924756
0.928497,0.723602,0.983984,0.924761
0.92857,0.723711,0.984004,0.924772
0.928729,0.723788,0.984038,0.92479
0.928942,0.723965,0.984085,0.924824
0.929144,0.723955,0.984137,0.924793
0.929299,0.724057,0.984178,0.924819
0.929534,0.724424,0.984239,0.924971
0.929732,0.724583,0.984282,0.925048
0.929872,0.724798,0.984313,0.925121
0.930077,0.724858,0.984361,0.925143
0.930101,0.724756,0.984365,0.925125
0.930384,0.724975,0.98443,0.925202
0.930523,0.725024,0.984478,0.925187
0.93068,0.725045,0.984522,0.925252
0.930748,0.725197,0.98454,0.92531
0.930838,0.725277,0.98456,0.925337
0.930942,0.725335,0.98459,0.925389
0.931019,0.725418,0.984602,0.925418
0.931206,0.725605,0.984652,0.925436
0.931266,0.725616,0.984675,0.925459
0.931377,0.72563,0.984695,0.925459
0.931413,0.725756,0.984707,0.925481
0.931528,0.725663,0.98473,0.925469
0.931638,0.725766,0.984763,0.925495
0.931752,0.72588,0.984791,0.925526
0.931848,0.725908,0.984806,0.925548
0.931909,0.725891,0.984822,0.925538
0.932007,0.725819,0.984844,0.925561
0.932112,0.725974,0.984871,0.925596
0.932202,0.726157,0.984893,0.92564
0.932316,0.72636,0.984912,0.925669
0.932424,0.726331,0.984936,0.925674
0.932545,0.726478,0.984962,0.925719
0.932652,0.726493,0.984982,0.925714
0.932847,0.726434,0.985027,0.925714
0.932937,0.726665,0.985052,0.925811
0.933001,0.726683,0.985064,0.925832
0.933184,0.726851,0.985108,0.925864
0.933418,0.726797,0.985162,0.925904
0.933527,0.726894,0.985191,0.925936
0.933683,0.72705,0.985228,0.925994
0.933899,0.726752,0.98528,0.925965
0.933949,0.727057,0.985297,0.926031
0.934027,0.726987,0.98532,0.926065
0.934039,0.727004,0.985323,0.926049
0.934128,0.727014,0.985347,0.92605
0.934221,0.72698,0.985368,0.926077
0.934366,0.727047,0.985395,0.926097
0.934424,0.727126,0.985412,0.926104
0.934603,0.727231,0.985453,0.926137
0.934807,0.727282,0.985498,0.926183
0.934912,0.727414,0.985522,0.9262
0.935047,0.727527,0.985556,0.92622
0.935192,0.727626,0.985606,0.926295
0.935238,0.727764,0.985618,0.92632
0.935415,0.727665,0.985664,0.926304
0.93553,0.727629,0.985693,0.926329
0.935616,0.727611,0.985711,0.92635
0.935685,0.727616,0.985726,0.926348
0.935787,0.727658,0.985756,0.926359
0.935963,0.727898,0.985802,0.926389
0.936083,0.72796,0.985835,0.926415
0.936191,0.727912,0.985857,0.926438
0.936192,0.728138,0.985868,0.926511
0.936241,0.728174,0.985882,0.926515
0.936462,0.728401,0.985926,0.926577
0.936627,0.728541,0.985964,0.926663
0.936686,0.728582,0.985974,0.926666
0.936781,0.728652,0.986001,0.926678
0.936832,0.728671,0.986014,0.926698
0.936909,0.728689,0.986035,0.926695
0.937025,0.728712,0.986068,0.9267
0.937136,0.729204,0.986095,0.926759
0.937264,0.729332,0.986126,0.926787
0.93741,0.729125,0.986164,0.9268
0.937484,0.729202,0.986183,0.926821
0.937599,0.729272,0.986209,0.926854
0.937671,0.729338,0.986226,0.926863
0.937919,0.729596,0.986292,0.92692
0.937961,0.729587,0.986303,0.926908
0.938084,0.729612,0.986333,0.926919
0.938176,0.729744,0.986357,0.926943
0.938391,0.730013,0.986406,0.927047
0.938439,0.730112,0.986417,0.927071
0.938598,0.730262,0.986459,0.927118
0.938622,0.730436,0.986464,0.927157
0.938681,0.730446,0.986478,0.927145
0.938814,0.730571,0.986508,0.927183
0.938974,0.730549,0.986551,0.927213
0.939028,0.730549,0.986566,0.927233
0.939268,0.730683,0.986619,0.927257
0.939368,0.730861,0.986639,0.927312
0.939501,0.731064,0.986666,0.927344
0.939582,0.731059,0.986686,0.927334
0.939607,0.730993,0.986696,0.927318
0.939696,0.73092,0.986716,0.92732
0.939748,0.730883,0.98673,0.927297
0.939848,0.730935,0.986752,0.927324
0.940021,0.73099,0.986788,0.927341
0.940039,0.7309,0.986794,0.927324
0.940132,0.730786,0.986819,0.927301
0.940219,0.730804,0.986838,0.92729
0.940241,0.730973,0.986839,0.927315
0.940391,0.730985,0.986872,0.927333
0.940499,0.730915,0.986896,0.927358
0.940595,0.731067,0.986915,0.927375
0.940754,0.731034,0.986956,0.927407
0.940863,0.73132,0.98698,0.927491
0.940988,0.731214,0.987008,0.927466
0.941071,0.731286,0.987028,0.927498
0.941126,0.731368,0.98704,0.927526
0.941169,0.731316,0.98705,0.927518
0.941214,0.731422,0.987059,0.927527
0.941328,0.731293,0.987088,0.927495
0.94141,0.731315,0.987107,0.927494
0.941514,0.731629,0.987131,0.927568
0.941639,0.731718,0.987166,0.927594
0.941851,0.732082,0.987213,0.927702
0.941913,0.732083,0.987228,0.927707
0.941951,0.732024,0.987238,0.92769
0.942119,0.73206,0.987278,0.927673
0.942266,0.732133,0.987317,0.927733
0.942385,0.732229,0.987343,0.927769
0.942554,0.732124,0.987388,0.92771
0.942754,0.732257,0.987438,0.927711
0.942851,0.732416,0.987458,0.927772
0.942979,0.732795,0.987485,0.927844
0.943026,0.732889,0.987495,0.92788
0.943114,0.732862,0.987525,0.927872
0.943217,0.732887,0.98755,0.927889
0.943343,0.733093,0.987581,0.927932
0.943368,0.73304,0.987587,0.927933
0.943421,0.733122,0.9876,0.927957
0.943536,0.733318,0.987625,0.927998
0.943559,0.733423,0.987633,0.928048
